fo time ls_time n_ls_moves
22 855233 22 1795
46 852273 21 1729
68 854445 19 1781
90 855798 20 1794
111 852846 18 1711
132 854219 17 1809
157 853400 23 1811
185 855791 24 1803
209 854352 21 1690
233 852276 20 1776
255 853544 19 1740
276 853811 18 1753
299 854406 20 1800
319 852757 17 1735
340 853837 18 1775
364 853104 21 1733
391 856487 24 1827
414 854857 20 1823
438 854064 21 1760
460 854666 19 1747
483 852791 20 1768
503 854073 17 1673
526 853548 19 1809
549 857551 20 1789
576 852870 24 1749
602 853156 20 1713
624 853523 18 1741
646 853379 19 1714
667 853533 17 1751
688 853406 18 1695
711 855369 21 1856
733 853388 18 1762
752 855116 17 1651
776 851929 20 1755
800 853119 21 1785
822 852946 19 1766
845 854321 20 1840
865 851829 17 1664
886 855229 18 1729
909 855541 20 1803
930 852541 18 1784
952 857391 18 1806
975 852811 20 1800
1001 855318 23 1711
1031 853099 26 1742
1057 855277 22 1813
1081 856226 21 1693
1103 850303 18 1731
1126 852962 20 1846
1149 853710 20 1744
1176 855650 24 1874
1203 854184 24 1710
1224 852920 18 1732
1245 856932 18 1811
1269 855559 21 1879
1291 855829 19 1803
1311 852080 18 1732
1332 853177 18 1730
1354 855320 19 1831
1375 853413 18 1684
1398 854242 20 1713
1423 854718 21 1842
1445 856202 19 1802
1466 855659 19 1777
1486 850056 17 1632
1512 855631 23 1817
1533 853078 18 1763
1554 855576 18 1806
1574 853725 18 1726
1601 851180 23 1782
1623 855508 18 1716
1647 854811 20 1856
1667 853069 17 1765
1689 853081 19 1762
1712 854474 20 1846
1733 855797 18 1747
1753 854285 17 1742
1774 852579 18 1688
1798 852824 21 1718
1821 852708 19 1777
1842 853945 18 1702
1866 855431 21 1829
1888 855345 20 1826
1910 853945 19 1827
1930 853413 17 1720
1952 852677 19 1721
1973 853869 19 1768
1999 853246 23 1810
2026 853059 23 1815
2049 853407 19 1792
2071 852718 19 1740
2095 853979 21 1841
2117 856199 19 1752
2140 855541 20 1877
2162 853409 19 1887
2184 855083 19 1839
2210 853803 22 1750
2233 854249 19 1782
2256 855381 20 1811
2278 854991 20 1788
2301 853486 20 1840
2323 852921 19 1804
2346 855114 20 1800
2369 854004 20 1794
2392 854776 20 1842
2420 854802 25 1826
2443 854795 19 1858
2464 854744 18 1762
2487 853256 20 1800
2509 851080 19 1766
2530 855618 19 1814
2553 854986 20 1827
2574 853960 18 1734
2597 854072 20 1780
2623 853949 23 1804
2646 854334 19 1798
2669 853705 20 1777
2693 852943 21 1776
2717 855690 21 1868
2738 854577 18 1802
2758 851287 17 1728
2779 852756 18 1822
2804 857834 22 1910
2830 853520 23 1745
2851 853984 18 1765
2872 854613 19 1785
2894 854519 19 1703
2915 854832 18 1750
2936 855126 18 1774
2958 853134 19 1870
2980 852692 20 1759
3004 855312 21 1851
3029 850816 22 1624
3049 853689 17 1708
3071 854326 19 1765
3092 852393 18 1700
3114 856555 19 1845
3136 853650 19 1761
3158 854497 20 1758
3178 850845 17 1692
3200 854327 19 1779
3230 855075 26 1858
3253 853892 19 1729
3274 853794 18 1769
3297 855344 21 1885
3320 850929 19 1729
3340 852234 17 1729
3363 854374 19 1806
3385 853429 19 1827
3409 854361 21 1827
3435 854552 23 1788
3459 857706 21 1958
3480 852513 18 1754
3503 855009 20 1849
3527 854301 21 1851
3548 854388 19 1764
3570 853322 18 1745
3591 855425 19 1784
3614 852747 20 1775
3638 853860 21 1763
3660 852743 19 1736
3681 852482 18 1729
3702 853966 18 1788
3723 854458 18 1784
3745 855124 19 1753
3767 854153 18 1769
3789 855273 20 1867
3813 853674 21 1718
3841 854250 25 1958
3863 852402 18 1746
3883 854007 17 1681
3906 854518 20 1793
3927 853682 18 1795
3948 855005 18 1702
3970 852895 19 1749
3994 853548 21 1745
4015 853254 18 1695
4044 852465 25 1807
4067 855565 20 1845
4088 858287 18 1784
4110 855187 19 1808
4132 855289 18 1707
4153 855749 19 1834
4174 854243 18 1780
4195 854468 18 1704
4216 852943 18 1680
4242 854547 23 1818
4265 854054 20 1787
4286 854248 18 1722
4310 856762 22 1855
4332 853730 19 1734
4353 855320 19 1777
4375 854918 19 1746
4396 852134 18 1745
4416 851633 17 1702
4441 854828 22 1764
4466 853096 20 1702
4487 855510 19 1796
4510 853144 20 1817
4531 853076 17 1698
4552 852292 18 1745
4573 854176 18 1773
4596 853944 19 1768
4617 851543 18 1737
4639 851543 20 1721
4683 853488 19 1819
4705 854462 19 1810
4726 853125 19 1791
4747 854178 18 1753
4767 853043 17 1684
4789 854797 19 1756
4812 852303 20 1799
4835 853426 20 1797
4863 852571 24 1791
4887 855481 21 1782
4911 856530 21 1863
4932 852152 18 1730
4953 852926 18 1733
4975 854173 18 1763
4997 854565 19 1735
5018 854510 18 1788
5040 855812 19 1718
5066 854766 23 1761
5088 853348 19 1764
5111 852877 20 1772
5133 854491 19 1818
5156 855170 20 1748
5177 853733 18 1740
5199 853049 19 1723
5220 853696 18 1765
5242 850822 18 1651
5267 854677 23 1826
5287 853067 17 1711
5311 853449 21 1805
5333 856383 18 1834
5353 851140 18 1700
5374 853033 17 1748
5395 851696 19 1726
5417 853518 19 1750
5440 853901 20 1751
5467 853185 23 1753
5488 855431 18 1800
5511 855565 20 1811
5533 853950 18 1756
5553 852979 17 1692
5576 852643 19 1762
5597 852955 18 1675
5619 852068 19 1780
5644 855974 23 1845
5669 852075 22 1687
5691 854468 18 1757
5711 853831 17 1771
5734 855382 20 1785
5755 850310 18 1718
5776 853614 18 1798
5798 856555 19 1842
5819 855349 18 1798
5845 855252 23 1918
5873 853003 25 1745
5897 853972 20 1775
5919 854602 19 1859
5943 853305 21 1688
5964 854751 18 1748
5984 855110 17 1752
6039 854855 20 1833
6061 851120 19 1708
6085 852401 20 1739
6109 856564 21 1822
6132 855198 20 1767
6154 854766 19 1792
6175 853871 18 1747
6196 853672 19 1703
6217 854195 17 1809
6239 856522 20 1851
6262 852772 20 1741
6290 855085 24 1792
6314 855441 21 1837
6336 854775 19 1810
6358 853834 19 1754
6381 853916 20 1786
6406 853744 22 1844
6431 857026 22 1836
6454 854424 20 1722
6480 851756 22 1791
6501 851956 18 1726
6522 854643 18 1769
6544 853569 19 1749
6566 853971 18 1750
6587 853650 18 1775
6608 856304 18 1733
6630 852652 19 1825
6651 853388 18 1761
6678 855491 24 1777
6700 854134 18 1740
6720 854399 17 1714
6742 854107 19 1773
6764 852454 19 1755
6788 854984 21 1898
6811 853151 20 1827
6832 851177 18 1705
6854 853127 19 1842
6878 853065 21 1734
6902 854334 20 1739
6923 853409 18 1717
6946 853241 20 1874
6969 854019 20 1792
6989 853048 17 1716
7009 851274 17 1700
7030 853855 18 1757
7050 852157 17 1691
7073 857073 20 1860
7101 854359 25 1785
7124 854621 19 1813
7145 853404 19 1730
7167 855514 19 1773
7190 851961 20 1836
7213 856104 20 1850
7235 854583 18 1811
7257 852986 19 1824
7283 853092 23 1739
7309 854680 22 1857
7331 854949 19 1760
7356 854630 22 1831
7377 854278 18 1765
7398 854253 18 1756
7418 850624 17 1737
7441 855155 19 1786
7461 853136 18 1736
7484 853256 20 1788
7511 854719 23 1794
7535 855616 21 1763
7556 851532 17 1637
7578 855627 18 1757
7599 852339 19 1785
7621 854771 19 1802
7645 856343 21 1845
7667 852687 18 1744
7691 853501 21 1780
7716 855203 21 1842
7740 853875 20 1748
7765 857010 22 1893
7786 854677 19 1755
7807 855680 18 1765
7828 853202 18 1749
7850 852105 19 1668
7872 852287 19 1747
7899 854697 23 1846
7924 856527 22 1790
7947 854856 20 1821
7970 852867 21 1823
7993 854303 19 1804
8015 853489 20 1747
8040 854257 21 1779
8061 853490 18 1762
8086 855091 22 1827
8112 854201 22 1751
8135 854703 20 1912
8158 854697 20 1834
8179 855189 17 1738
8201 855099 19 1736
8221 852955 17 1740
8246 855758 22 1841
8267 851028 18 1739
8291 855159 21 1814
8315 855135 21 1758
8336 854284 19 1765
8357 850800 17 1678
8378 851124 19 1693
8399 855140 18 1769
8420 853041 18 1760
8441 853151 18 1676
8462 854302 18 1734
8487 852670 22 1769
8516 851885 26 1659
8538 855058 18 1764
8561 855629 20 1799
8582 852935 19 1755
8603 853955 18 1727
8624 852249 17 1682
8646 852679 19 1725
8667 852576 17 1668
8691 853453 21 1782
8716 855013 22 1814
8738 853553 18 1704
8760 852865 19 1693
8783 852931 20 1714
8805 854587 19 1837
8826 853333 18 1695
8846 854183 17 1789
8867 852229 18 1765
8888 852738 19 1743
8916 855495 24 1879
8939 856133 19 1796
8960 854567 19 1838
8983 856312 20 1766
9004 855187 18 1737
9025 854753 18 1749
9047 852499 18 1778
9070 854810 20 1782
9093 856792 21 1899
9120 853269 23 1748
9142 853780 18 1732
9162 853002 18 1723
9189 855502 23 1867
9212 856135 20 1850
9234 855214 20 1818
9256 854953 19 1822
9278 854901 19 1767
9302 854533 21 1796
9327 855417 23 1865
9350 854698 19 1856
9372 855971 19 1767
9394 851918 19 1722
9416 853865 18 1835
9439 855040 20 1834
9460 854520 19 1838
9484 855040 21 1752
9505 852567 18 1689
9529 850818 21 1722
9552 854581 20 1819
9573 851317 18 1686
9596 857497 20 1821
9618 853686 19 1743
9641 854593 20 1763
9664 855074 20 1722
9687 857029 20 1816
9710 855899 20 1767
9740 854039 27 1860
9762 854491 18 1766
9785 855378 20 1730
9805 853822 18 1728
9829 852900 21 1820
9852 852452 20 1775
9872 854905 17 1647
9893 855609 18 1750
9918 856028 21 1765
9942 853805 20 1731
9963 854874 18 1753
9984 852390 18 1719
10005 854280 18 1734
10025 854140 17 1689
10046 853424 18 1681
10069 856289 20 1808
10092 854092 20 1855
10115 853474 20 1770
10139 854765 21 1718
10161 853563 19 1832
10182 854840 18 1773
10203 856092 18 1694
10224 853847 18 1720
10246 855618 19 1784
10267 853940 18 1735
10287 855560 17 1716
10309 855873 19 1785
10335 853958 22 1753
10358 852773 19 1764
10379 853304 19 1734
10400 855354 18 1705
10423 853859 20 1736
10446 854950 19 1828
10468 855072 20 1812
10490 854770 19 1835
10511 854089 18 1688
10536 855511 21 1794
10558 854388 18 1692
10579 853098 18 1709
10600 854828 18 1727
10623 855238 20 1914
10644 853080 17 1763
10666 854634 19 1816
10687 854698 19 1728
10708 854778 18 1808
10732 852466 21 1779
10758 856566 22 1820
10781 854541 20 1816
10803 852782 19 1637
10824 855132 18 1800
10844 853699 17 1704
10865 853739 18 1822
10887 856900 20 1824
10908 853443 18 1695
10931 853223 19 1768
10956 853731 23 1766
10978 856023 19 1832
11003 853143 22 1759
11023 853811 17 1709
11045 855138 19 1859
11065 853287 18 1743
11085 852381 17 1716
11107 854416 19 1808
11134 855928 23 1806
11165 856698 27 1843
11187 855414 19 1747
11209 856201 19 1777
11229 852612 17 1705
11253 852936 20 1851
11276 856219 20 1837
11296 853120 17 1701
11319 853231 20 1694
11343 855848 21 1795
11367 855619 20 1803
11389 853369 18 1700
11408 853678 16 1643
11428 852710 17 1759
11451 854701 20 1829
11473 854052 19 1827
11495 853664 19 1796
11516 854490 18 1727
11541 855604 22 1833
11568 855823 24 1815
11593 856180 21 1839
11616 856240 21 1861
11639 854652 20 1797
11661 856244 20 1873
11681 855744 17 1699
11703 856266 19 1801
11725 851170 19 1748
11746 854310 19 1754
11771 853860 21 1770
11794 855341 20 1853
11818 853795 21 1801
11840 856084 18 1794
11862 855167 19 1808
11883 854449 19 1879
11909 855875 23 1854
11931 852602 19 1753
11955 854092 21 1770
11980 854978 21 1814
12003 854439 20 1809
12024 853745 17 1765
12046 853887 20 1810
12068 853424 19 1770
12090 850747 18 1741
12111 851137 18 1759
12134 854019 20 1756
12161 854776 24 1815
12184 852448 20 1747
12207 853341 20 1711
12231 854738 22 1803
12257 854475 22 1847
12280 856204 20 1851
12300 852454 18 1715
12321 853297 18 1754
12346 854435 22 1810
12372 853436 23 1723
12394 852864 19 1742
12415 854783 18 1764
12437 853884 19 1763
12459 852712 20 1707
12480 852735 18 1706
12500 854373 17 1755
12523 855058 20 1835
12546 852534 19 1826
12572 856284 23 1740
12597 855743 22 1838
12624 853426 23 1775
12650 855213 22 1760
12672 852488 18 1791
12696 856148 21 1831
12718 854960 19 1775
12739 853465 18 1737
12762 853443 20 1762
12787 853642 21 1686
12808 855215 18 1777
12830 853201 18 1690
12851 853256 18 1752
12872 850632 18 1726
12896 855144 20 1894
12917 852457 18 1758
12938 854012 19 1746
12963 855145 22 1817
12988 854316 22 1720
13010 854558 19 1807
13032 853878 19 1784
13055 852401 20 1725
13076 854559 18 1777
13097 856184 18 1805
13119 855242 18 1741
